SKU;Total Cost;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Stock Coverage (days)
IFUM81APG;259219,35;0,0;100,0;100,0;3750,47;11,35
IGDR16QDJ;114813,47;0,0;100,0;100,0;4840,75;6,73
IGNZ10AFU;103532,78;0,3;99,49;99,7;1130,75;8,65
IHER07ULN;348428,31;1,69;98,48;98,31;14005,01;9,1
IHWW65EJN;29649,69;3,9;98,99;96,1;1049,69;12,35
IIVY41ZQT;1,23;0,0;100,0;100,0;342,2;46,09
IIWK53ARM;968,75;5,38;99,49;94,62;56,89;19,56
IJHW44CLJ;2,55;0,0;100,0;100,0;55,31;273,8
IJJV67YIT;12672,73;0,0;100,0;100,0;488,64;29,75
IJVO28CYP;147107,55;0,0;100,0;100,0;3889,15;4,56
IKCX64IZL;18050,28;0,0;100,0;100,0;929,24;28,62
IKWF51IYN;8285,38;0,0;100,0;100,0;770,71;28,04
ILCV57TKU;17505,52;0,0;100,0;100,0;627,17;25,55
ILSB97ANL;10599,55;0,0;100,0;100,0;501,94;20,22
IMKD58PCC;39258,84;0,0;100,0;100,0;637,59;18,29
IMWD26LTG;26063,49;0,22;99,49;99,78;740,93;6,62
INFH77ZPC;81690,44;0,0;100,0;100,0;855,55;7,52
INOC35AVI;30574,84;0,0;100,0;100,0;190,87;6,96
INXF14GAZ;4709,99;0,0;100,0;100,0;768,71;164,01
IOJD33BIL;12482,14;0,0;100,0;100,0;1497,85;57,36
IOJN59NCJ;15961,48;0,0;100,0;100,0;934,92;28,97
IOUT43PTU;58208,83;1,28;98,48;98,72;848,41;9,59
IPRI75HMR;141982,58;3,14;99,49;96,86;2053,6;6,0
IPSC35CXR;42314,63;3,39;97,98;96,61;983,1;9,63
IPSX84OJB;14294,23;1,81;98,99;98,19;131,09;11,45
IPYX96FNK;6444,15;0,0;100,0;100,0;797,45;150,66
IQAL30OWP;31125,8;0,0;100,0;100,0;1283,66;22,96
IQYF35ALA;6480,48;3,87;98,99;96,13;123,21;12,25
IRGW30AKZ;2578,69;0,0;100,0;100,0;164,79;41,2
IRPP40BNN;13864,45;0,0;100,0;100,0;757,23;56,71
IRUU49IDE;4725,14;0,0;100,0;100,0;2457,73;901,17
IRVF75ULJ;10428,96;0,0;100,0;100,0;1624,18;27,1
ISHM74IDS;75827,5;4,47;98,48;95,53;1398,75;8,6
ISOD32CNV;272547,85;0,21;99,49;99,79;10824,97;4,37
IUQL98ATE;9105,17;42,97;96,97;57,03;333,75;34,8
IVSG78ZEI;14407,2;2,18;98,99;97,82;704,9;27,44
IWNQ31NOY;7723,27;0,0;100,0;100,0;517,94;32,81
IWOJ74IEC;3532,06;0,0;100,0;100,0;908,48;104,1
IWUD97LHN;3272,51;0,0;100,0;100,0;242,97;100,22
IWUU46ORH;1724,29;0,0;100,0;100,0;147,64;19,49
IXZW52LCZ;15472,49;15,82;98,99;84,18;683,57;24,44
IYTI61EBI;130843,28;0,28;99,49;99,72;2796,66;9,25
IZBP30PWV;22716,71;1,95;99,49;98,05;338,28;15,34
IZNB93SPC;567755,52;0,35;99,49;99,65;6654,92;9,38
IZVB26MLS;12244,85;0,0;100,0;100,0;319,58;53,81
JABK79WLP;470,23;0,0;100,0;100,0;1823,6;44,14
JBVG41CPM;26,63;0,0;100,0;100,0;1675,15;230,33
JDPI18ZQV;8763,24;0,0;100,0;100,0;449,52;24,48
JDPV09HTZ;79346,77;1,51;99,49;98,49;1154,28;7,21
JFDA82FJE;60090,05;3,22;98,48;96,78;5096,79;10,17
JGVB34FGM;77852,09;0,0;100,0;100,0;1159,54;25,39
JHCM63OPB;129429,84;0,18;99,49;99,82;6437,11;6,67
JIUT73XUD;25317,92;0,66;99,49;99,34;437,03;47,75
JIWO41RQV;548,96;2,54;98,99;97,46;656,17;45,19
JIWT95KYU;32947,78;3,01;98,48;96,99;1737,17;19,17
JJCS63IKB;24685,57;0,0;100,0;100,0;427,12;10,23
JJON89KAQ;41898,15;0,0;100,0;100,0;2045,12;21,55
JKHG14ENE;114285,01;4,6;97,98;95,4;1269,13;5,79
JKPW72ZWO;10718,17;0,0;100,0;100,0;1075,81;39,32
JLDB00FDM;64312,59;0,82;98,99;99,18;4370,69;12,17
JLWL67UWA;7133,77;0,0;100,0;100,0;186,74;16,93
JMGP54LAK;13412,31;0,0;100,0;100,0;357,25;404,2
JMYA00NAU;18826,91;0,12;99,49;99,88;401,82;8,2
JNBP94JIQ;365370,28;0,0;100,0;100,0;2376,34;4,64
JPAO23QSY;13952,5;0,0;100,0;100,0;630,15;23,17
JPDD96AYM;181,69;0,0;100,0;100,0;4522,83;410,79
JPHL26ELP;209796,61;0,0;100,0;100,0;9369,07;6,1
JPYL14EWN;314321,1;2,42;95,45;97,58;44523,42;8,68
JRAL21USQ;7539,75;0,0;100,0;100,0;186,76;28,98
JRAV08VOG;100841,99;2,47;98,99;97,53;2551,91;11,79
JRPY91SOX;40950,04;0,0;100,0;100,0;1758,85;21,0
JSMG06JUP;40586,93;0,0;100,0;100,0;1272,17;18,36
JTEC14SVF;78793,13;0,76;98,99;99,24;3785,37;11,86
JTSC86GSN;2452,72;1,49;98,99;98,51;31,18;15,36
JULB23LYV;67166,59;0,77;99,49;99,23;651,27;10,38
JUMZ90SON;26745,83;0,0;100,0;100,0;153,76;15,82
JURP55TNB;15284,38;2,07;99,49;97,93;437,88;59,79
JVGI69CNI;32063,98;3,04;97,47;96,96;2830,14;23,12
JWPF06IPT;66309,85;0,04;99,49;99,96;1269,21;12,88
JWSO29LLY;63670,78;2,11;98,48;97,89;1756,66;7,61
JXPT74III;16362,48;0,49;99,49;99,51;791,64;31,7
JYIF49VCY;13174,48;3,22;98,99;96,78;298,4;12,52
JYOR52AAI;1033,39;0,0;100,0;100,0;15,93;13,83
JZCG80FPW;1,73;0,0;100,0;100,0;40,93;289,43
JZMP55IIC;4059,89;0,0;100,0;100,0;743,52;219,07
JZQH67YJC;743,88;0,0;100,0;100,0;20,72;18,65
KAIF05ZMR;44835,95;0,0;100,0;100,0;713,05;12,73
KATM71XZV;120153,67;2,74;98,99;97,26;528,47;37,24
KBRS15KBZ;36577,95;16,14;99,49;83,86;1089,79;21,18
KDNB35ESH;103520,31;3,17;98,48;96,83;2033,71;8,16
KDXN99RWW;21959,54;0,0;100,0;100,0;1047,03;61,55
KEAV69GXC;23272,73;3,81;97,98;96,19;282,89;14,82
KEDH40XKI;37225,55;0,0;100,0;100,0;691,24;14,39
KEGV36DAK;14366,2;0,0;100,0;100,0;1292,83;80,09
KEOG38LJB;35614,53;6,3;99,49;93,7;580,87;22,45
KFJA08WMR;30904,77;0,0;100,0;100,0;1087,15;10,67
KGGU92NCK;7870,36;0,0;100,0;100,0;1365,86;71,36
KGQJ86RGE;39428,01;0,0;100,0;100,0;2633,94;69,54
KIKI22HLV;339401,23;0,71;99,49;99,29;39958,61;10,73
KISK75HHE;73796,42;0,0;100,0;100,0;2212,79;19,69
KIZY80SQZ;11,14;0,0;100,0;100,0;306,54;296,07
KJHN86DUW;1057137,65;1,1;98,48;98,9;38625,77;9,17
KJVB98UOX;70442,01;0,0;100,0;100,0;1283,23;19,18
KJVN79FCJ;114995,28;0,37;99,49;99,63;1429,05;6,54
KJXR06JYP;942,5;0,0;100,0;100,0;1195,41;65,86
KKPK50SLM;5613,24;3,86;98,99;96,14;456,62;43,68
KKVY55EYF;65235,56;0,0;100,0;100,0;1385,83;10,76
KLLB71ZBA;43610,21;0,0;100,0;100,0;963,42;10,01
KLNM69UBY;6,9;0,0;100,0;100,0;169,49;279,67
KLPY86FFO;19711,53;0,0;100,0;100,0;455,74;23,52
KMNU34MNI;25293,06;0,0;100,0;100,0;887,09;22,76
KNVU41HAK;2594,22;0,0;100,0;100,0;211,86;32,37
KOAG82LNN;28342,85;0,0;100,0;100,0;1203,76;22,07
KOBC79USM;9226,05;0,65;99,49;99,35;556,36;14,85
KOPU25RNN;402495,0;0,0;100,0;100,0;666,15;4,61
KPCQ58KZG;184014,2;0,61;99,49;99,39;1896,21;4,94
KPLW81ZAQ;3789,59;0,0;100,0;100,0;255,42;20,73
KQLF81MCL;66,39;0,0;100,0;100,0;1389,39;159,02
KQMJ38JHG;3127,89;0,0;100,0;100,0;567,58;261,35
KRVL55ZWU;11670,78;0,62;98,99;99,38;460,73;19,47
KSSV50UIL;281947,1;0,0;100,0;100,0;1750,04;2,82
KTDU42EAN;74782,47;0,58;98,99;99,42;2227,0;12,59
KUJY83GUW;474602,57;2,5;96,97;97,5;15958,98;8,04
KUVZ73GFW;29649,39;6,45;98,99;93,55;1104,0;13,01
KVWR17USS;28131,96;0,0;100,0;100,0;913,17;28,68
KWGR31INJ;13311,49;0,0;100,0;100,0;751,35;86,69
KWKD14XHF;47108,91;0,0;100,0;100,0;1181,95;5,12
KWRK89YPZ;9881,4;0,0;100,0;100,0;1640,51;115,59
KXAQ21HJS;16413888,53;0,0;100,0;100,0;395335,23;5,89
KXVU19DTS;10263,73;0,0;100,0;100,0;528,12;69,53
KXYH49BAN;583,49;14,42;98,99;85,58;161,33;153,58
KXZG43TEQ;7525,4;0,0;100,0;100,0;905,83;48,65
KYTD18KWX;12286,06;0,0;100,0;100,0;962,47;45,08
KYYY81SZH;794,31;1,5;99,49;98,5;144,23;47,6
KZPM90IOE;96147,88;0,0;100,0;100,0;1557,48;7,98
LANG05GLL;28069,47;0,76;98,48;99,24;993,78;11,27
LAYU27DTV;46820,22;0,0;100,0;100,0;703,58;12,53
LBKZ83QGL;164029,59;0,04;99,49;99,96;1279,05;3,42
LBWV61MFS;17385,69;0,42;99,49;99,58;821,66;34,21
LCHA32QRM;32572,94;0,0;100,0;100,0;631,47;18,52
LCMP16UWA;27454,33;0,0;100,0;100,0;371,54;11,32
LGNB38OKA;29787,45;0,0;100,0;100,0;328,14;29,31
LGVU73IOE;65775,36;0,0;100,0;100,0;538,73;4,07
LHGZ47ZKR;1754,05;0,0;100,0;100,0;171,32;25,13
LHHR13DYH;43011,37;19,77;94,95;80,23;163,63;6,3
LIDX01FCC;47839,25;0,31;99,49;99,69;214,09;7,25
LIQG52OVU;32899,53;0,0;100,0;100,0;472,67;12,06
LJEU84KLZ;9231,25;0,0;100,0;100,0;1746,16;27,7
LJFZ98YME;143649,41;0,0;100,0;100,0;13377,22;6,15
LKRI20AQZ;9615,13;0,0;100,0;100,0;751,36;121,54
LLQI41IEB;38433,97;2,37;98,99;97,63;3144,43;17,56
LLXD75ZBV;576275,08;0,0;100,0;100,0;9656,97;14,96
LLZB92AAC;11648,33;0,0;100,0;100,0;408,0;136,46
LMAC50HHC;20,73;0,0;100,0;100,0;5988,33;259,17
LNUO09VWB;9307,5;0,0;100,0;100,0;164,35;32,41
LNWJ49IMG;75236,03;0,07;99,49;99,93;944,82;19,78
LOZN87MWO;13531,53;4,48;97,98;95,52;1145,72;94,05
LPIM15GYB;46235,73;0,0;100,0;100,0;3201,21;18,64
LQET50QZS;241473,51;2,64;97,98;97,36;21627,67;8,35
LQPM02FMR;16966,66;0,0;100,0;100,0;469,66;81,86
LRXD46HHJ;11478,73;0,0;100,0;100,0;679,0;59,44
LSFB10SHE;46659,39;4,53;98,99;95,47;3099,61;10,88
LSMK82MQK;4771,24;0,0;100,0;100,0;854,49;81,93
LSUN03GBQ;11622,76;0,0;100,0;100,0;391,21;331,03
LTYN44KDO;64151,09;0,03;99,49;99,97;1768,71;4,84
LUHW74HQL;22360,29;0,47;99,49;99,53;2737,55;17,57
LULZ04TCK;41579,19;0,77;99,49;99,23;1105,21;14,14
LVIE94LLN;7161,39;0,0;100,0;100,0;830,3;205,5
LXQH58ATM;24193,65;0,0;100,0;100,0;588,39;7,67
LYAF85GJO;14504,85;0,43;99,49;99,57;794,29;10,76
LYKH25DMM;172354,39;0,0;100,0;100,0;8612,48;11,88
LYVK73MWN;5928,62;0,0;100,0;100,0;496,82;34,09
LZYP73ZDE;9088,95;0,0;100,0;100,0;422,68;24,39
MAAY06FLG;91463,44;4,4;97,47;95,6;4082,34;11,52
MAHC72OET;6198,81;0,0;100,0;100,0;575,45;188,96
MAYF53EST;286326,43;0,67;98,99;99,33;8778,52;4,16
MBRL60OFJ;3444,04;0,0;100,0;100,0;368,85;102,57
MBYU55EVN;61944,19;0,0;100,0;100,0;658,37;8,95
MCZW64IRZ;38194,97;3,78;98,48;96,22;501,1;10,77
MEJO06MVQ;7117,49;0,0;100,0;100,0;333,31;242,63
MEVM68SLX;24417,42;0,68;99,49;99,32;1136,41;25,51
MFVK62VMT;595893,16;1,71;98,48;98,29;8464,04;10,69
MGKX79APY;150420,89;0,0;100,0;100,0;1317,54;12,95
MHBO06YHH;51121,44;0,0;100,0;100,0;916,24;20,43
MHLH51IJO;31495,12;0,0;100,0;100,0;1830,63;13,36
MIMJ13URY;45796,07;0,0;100,0;100,0;1556,25;9,56
MIOW11PHB;5238,79;0,0;100,0;100,0;1213,23;74,37
MIOZ07QEK;8383,53;1,21;99,49;98,79;889,95;71,05
MISB47RTN;5548,53;0,0;100,0;100,0;3826,26;46,2
MKDM97KXO;17094,79;0,65;99,49;99,35;687,15;25,91
MKEN94UKK;65226,76;0,0;100,0;100,0;1598,46;15,71
MKXI01ECP;36522,12;0,0;100,0;100,0;741,89;10,75
MKYB62KWD;5743,09;11,33;96,46;88,67;326,68;12,59
MLDY90UPK;7,19;0,0;100,0;100,0;2060,16;91,4
MLEA68ODH;59606,66;0,0;100,0;100,0;364,21;19,53
MLGU82ZFZ;36175,67;0,36;99,49;99,64;716,14;9,87
MMPI12KCY;56115,85;0,07;99,49;99,93;1091,37;8,05
MNCQ75VZR;65919,23;0,1;99,49;99,9;1074,6;8,41
MNFW77IYU;22090,39;28,46;98,48;71,54;878,44;25,0
MNRH05XPC;170587,63;2,38;97,98;97,62;1283,85;6,9
MOAI77YMM;39685,49;0,54;99,49;99,46;863,03;9,99
MOGA21LTV;526564,45;1,12;99,49;98,88;29275,94;8,16
MOHW42CXR;118351,95;1,47;99,49;98,53;1570,41;6,95
MOZC48RPA;59692,17;0,11;99,49;99,89;692,33;7,04
MPGM56CTS;8715,9;0,0;100,0;100,0;1890,97;39,85
MPMW69CPO;25758,07;0,0;100,0;100,0;916,52;19,27
MPYY59YYQ;110399,92;0,22;99,49;99,78;9567,87;12,86
MRBB37NUI;9775,59;0,0;100,0;100,0;1256,97;60,85
MRMB80NKX;63425,58;6,77;98,99;93,23;1235,89;21,33
MRNN94QXK;10930,49;0,0;100,0;100,0;737,78;17,97
MSBK28GYZ;11766,83;0,0;100,0;100,0;877,51;86,18
MSLK88FHT;32119,23;0,0;100,0;100,0;846,26;17,35
MSQY69JRS;36911,65;0,0;100,0;100,0;966,89;10,76
MTMV60ISB;116081,77;0,07;99,49;99,93;563,05;6,69
MTQU47IBB;32716,95;0,0;100,0;100,0;903,17;11,63
MUQB05WBT;147411,62;2,78;97,98;97,22;3411,47;5,3
MWHY10BHE;2060,2;0,0;100,0;100,0;606,67;286,0
MWKH94BHD;29057,31;0,0;100,0;100,0;712,5;20,79
MWTY70MDV;124558,03;0,31;99,49;99,69;1184,7;5,15
MWVQ22ECM;37089,91;0,0;100,0;100,0;3815,66;37,31
MWYD62PDJ;13562,89;4,62;98,99;95,38;118,48;11,17
MXMM62OKY;22478,75;1,49;99,49;98,51;635,65;18,0
MXXW83CJH;348525,64;0,59;98,99;99,41;1061,68;6,8
MYDL83HLP;73105,5;0,39;99,49;99,61;460,03;35,17
MYWA59SUE;19957,75;0,35;98,99;99,65;495,92;8,86
NARO61RJA;1341,77;0,0;100,0;100,0;63,58;28,35
NBCZ41AGI;489447,78;1,57;98,99;98,43;25885,3;7,85
NBUV33LMI;43761,08;0,97;99,49;99,03;1690,98;11,98
NCJS06QHU;498073,89;0,17;99,49;99,83;27062,66;8,7
NCLE79UWG;52514,05;0,0;100,0;100,0;1440,29;9,41
NDIF14AEF;31146,55;0,0;100,0;100,0;1067,43;21,23
NDPV02QDG;7910,7;7,41;98,99;92,59;408,87;22,3
NEIE61DEC;82478,45;0,0;100,0;100,0;958,65;8,28
NEOY93OUG;12384,8;0,67;99,49;99,33;318,26;15,02
NFFX69OGX;15510,24;3,49;99,49;96,51;231,44;11,27
NFMC41YMF;2655,55;0,0;100,0;100,0;243,07;35,39
NGCY45VZD;66120,53;4,12;98,99;95,88;652,2;16,64
NGDG05BJP;30965,7;0,0;100,0;100,0;622,38;8,11
NHHB37KVY;380488,31;0,84;98,48;99,16;26476,65;9,59
NHRU35IVR;91886,01;0,0;100,0;100,0;2029,93;15,05
NHUG86SLH;2315,0;0,0;100,0;100,0;474,7;108,78
NIHH69ZUD;23,44;100,0;99,49;0,0;28,03;23,12
NIKK25LMM;93139,31;1,18;98,48;98,82;461,79;6,64
NITU51JKU;47609,2;0,21;99,49;99,79;4008,65;17,49
NJRC95VRS;41468,48;0,0;100,0;100,0;765,33;9,5
NKER28VYI;5190,43;0,0;100,0;100,0;120,68;23,02
NKFF82VWO;10084,72;1,65;98,99;98,35;612,02;18,01
NKPY49FBU;47264,57;0,0;100,0;100,0;7228,94;305,84
NKTT36EWT;67355,78;0,53;98,48;99,47;3227,36;7,14
NKVG41SOL;124,39;0,0;100,0;100,0;17906,48;567,1
NLGF42EAP;30171,15;0,0;100,0;100,0;399,11;12,62
NLJX03TOS;5412,6;0,0;100,0;100,0;878,06;336,93
NLNH69GOS;29538,0;0,0;100,0;100,0;710,91;18,22
NLPZ29UNR;34167,46;0,2;99,49;99,8;1176,76;7,74
NMBK49AWK;12796,48;0,0;100,0;100,0;324,52;14,82
NMIJ45NVB;126128,01;0,0;100,0;100,0;2382,06;4,1
NMTQ54VSX;862,14;0,0;100,0;100,0;119,49;159,86
NMUJ11GLO;612161,16;0,0;100,0;100,0;951,8;3,94
NNFA52OGB;18531,19;2,85;97,47;97,15;887,39;34,72
NNSZ64KZL;87551,09;12,34;96,46;87,66;2008,77;10,4
NNZC05SSP;99157,15;0,0;100,0;100,0;2523,64;10,87
NPTA45ZLH;353196,66;3,78;97,98;96,22;1152,88;7,11
NPZK34EXO;15179,31;0,0;100,0;100,0;2037,98;46,47
NQIU74UNR;26,95;0,0;100,0;100,0;1360,27;157,51
NQWD58ZEO;152921,29;1,4;98,99;98,6;840,67;6,92
NRJJ85SMA;9251,7;0,0;100,0;100,0;693,09;77,27
NRTS61JMS;3044055,97;11,71;96,46;88,29;30222,85;13,72
NSAI04LSN;70901,36;1,38;98,99;98,62;1114,97;11,29
NSEV58UMV;53075,45;0,0;100,0;100,0;1262,63;5,53
NSJX60UWP;4211,48;0,0;100,0;100,0;1054,52;596,56
NSOJ07IHM;87603,82;0,0;100,0;100,0;811,11;7,38
NSSK99QQC;6711,28;0,0;100,0;100,0;717,98;136,69
NSVJ69ESC;86518,1;1,08;99,49;98,92;986,05;9,02
NSVQ56AZP;4711,81;0,0;100,0;100,0;571,29;64,27
NVCV98FME;54886,13;21,21;96,97;78,79;1350,87;13,44
NVXN46JYS;217190,11;3,67;97,98;96,33;3826,11;12,51
NWWH86HLY;155219,69;0,01;99,49;99,99;1254,92;4,28
NXZZ07FXR;73959,27;2,3;99,49;97,7;892,66;5,87
NYBT56WPU;20743,89;0,0;100,0;100,0;987,17;29,47
NYDJ17UUS;14994,75;0,0;100,0;100,0;1006,06;74,11
NYSA66KDE;191266,08;0,77;99,49;99,23;618,48;11,71
NZHF31NTS;1793,12;0,0;100,0;100,0;548,05;10851,4
OAWY81YIY;31413,93;0,26;99,49;99,74;319,35;11,62
OBVA40KRF;8,51;0,0;100,0;100,0;262,22;112,87
OCRR18LTC;164661,14;0,0;100,0;100,0;1992,05;7,44
ODFO56LOB;28,76;0,0;100,0;100,0;571,64;166,45
ODVZ52SIC;4598,97;5,03;98,99;94,97;148,15;24,57
OEDA87HTT;8266,97;0,0;100,0;100,0;331,83;26,01
OEGN51RLI;79421,9;0,0;100,0;100,0;2231,45;13,2
OELH53NFL;57845,66;0,0;100,0;100,0;507,79;15,78
OESV30XOR;38190,61;7,55;98,48;92,45;1527,69;17,85
OEUK21CZR;2118,75;2,16;99,49;97,84;121,73;13,01
OFEE62JBT;3701,12;0,0;100,0;100,0;673,94;266,88
OGDL64ICT;745,61;0,0;100,0;100,0;656,7;54,59
OHED19NYE;252335,22;0,0;100,0;100,0;1947,31;5,52
OHNH79XLK;21628,16;0,0;100,0;100,0;376,24;258,67
OISN26GXK;17,44;0,0;100,0;100,0;184,97;138,73
OJHC28XPG;44302,79;1,0;99,49;99,0;1179,29;29,1
OJWH24BBU;26428,93;2,49;98,99;97,51;3389,05;20,22
OJZW75KMC;20545,2;0,0;100,0;100,0;444,14;9,17
OKLU34CEX;9623,62;0,0;100,0;100,0;846,06;63,82
OKQN07CAC;21158,52;0,0;100,0;100,0;511,24;28,64
OLEW18RSM;77432,91;0,0;100,0;100,0;1752,7;15,96
OLMS34VEG;37673,06;3,03;98,48;96,97;837,55;14,71
OMHX03GZF;71917,8;0,0;100,0;100,0;1126,09;12,85
ONTU47FXX;14519,53;0,46;99,49;99,54;479,04;21,91
OPJD12KCE;43486,15;0,2;99,49;99,8;1200,71;19,52
OPPB50QWT;116064,66;3,0;97,47;97,0;1483,88;8,26
ORBJ39SFE;86212,28;0,91;99,49;99,09;1279,68;12,31
OSFN08WSO;10119,68;0,0;100,0;100,0;236,55;26,51
OSHR27ZTV;86568,24;2,47;97,98;97,53;480,31;2,75
OSJO75AUG;88524,2;1,68;97,98;98,32;2190,18;7,2
OTEQ39EOJ;28270,95;0,0;100,0;100,0;2277,48;25,37
OTUA56BXX;30,16;0,0;100,0;100,0;2648,97;144,73
OUBF41YMR;21338,78;1,19;98,99;98,81;686,75;12,65
OVJQ36TNG;21026,19;0,0;100,0;100,0;294,76;20,12
OWJX28OTG;4043,88;27,54;97,98;72,46;206,42;23,07
OXEL15MCN;4542,09;0,0;100,0;100,0;187,21;21,21
OYTS04JYU;14276,97;0,0;100,0;100,0;1420,61;119,39
OZGL58WPA;29473,27;0,62;98,99;99,38;2310,1;18,78
OZYM77AZU;28739,73;11,16;97,98;88,84;3311,9;15,72
PBWK76OIS;202167,75;0,92;98,48;99,08;2362,96;4,92
PCFE38WUG;230386,06;0,27;99,49;99,73;3428,24;11,39
PFGZ81LVL;66813,43;0,55;98,99;99,45;1755,45;6,91
PFJO30EEZ;68397,36;0,95;99,49;99,05;1001,74;8,54
PFNY82FSY;3181,04;0,0;100,0;100,0;1048,94;132,62
PFYW41KAU;12,21;0,0;100,0;100,0;249,8;142,13
PGRO19BGC;42322,18;0,0;100,0;100,0;779,34;24,73
PHAE44MFM;21679,85;0,0;100,0;100,0;986,89;26,39
PHBG16EOE;26444,2;0,97;99,49;99,03;2632,25;29,19
PHFU23MFN;59559,14;5,74;97,47;94,26;2969,3;9,95
PHFZ53NDI;32398,56;0,0;100,0;100,0;1396,14;11,21
PHGP07AIQ;202545,77;2,86;98,48;97,14;1766,9;5,45
PICV67AWX;11667,52;0,0;100,0;100,0;2387,73;57,03
PITW12VHT;130838,85;0,28;99,49;99,72;1176,36;8,72
PIWA88MZG;111515,65;0,0;100,0;100,0;1973,02;6,24
PKEU98LWC;308788,14;2,77;98,99;97,23;4527,38;9,21
PKKZ70YGN;32207,01;12,28;96,97;87,72;1070,02;7,05
PLDL23FSN;36331,73;0,0;100,0;100,0;662,4;13,84
PLIB78VDF;156437,55;0,0;100,0;100,0;1007,16;6,5
PLPD73VVL;3676,69;0,0;100,0;100,0;687,27;70,14
PLRK54FAW;4900,0;0,0;100,0;100,0;429,73;31,78
PLSL66AFW;6385,08;0,0;100,0;100,0;1573,13;152,69
PLST62KKK;6912,87;0,0;100,0;100,0;202,44;59,65
PLWC05CAU;91170,0;0,0;100,0;100,0;677,7;43,34
PMGO30PTM;185405,49;0,05;99,49;99,95;1200,66;6,31
PMON32JXM;61294,06;0,0;100,0;100,0;1058,18;18,49
PNKG18VPQ;18536,94;0,0;100,0;100,0;330,76;9,7
PNUZ83MJA;67285,65;0,01;99,49;99,99;410,29;6,01
POAN18DMY;124062,38;0,0;100,0;100,0;1409,03;4,68
POEP14MFF;4639,12;0,0;100,0;100,0;246,36;28,53
PPCF38GNY;22447,23;0,0;100,0;100,0;1267,13;26,52
PPDD34VJC;67166,52;0,0;100,0;100,0;884,71;6,61
PQDQ00TEB;910,24;65,15;94,44;34,85;366,73;76,92
PQLA64XZE;54625,26;0,73;98,99;99,27;1321,32;7,3
PQQM50KOX;32197,25;0,0;100,0;100,0;857,08;7,84
PQZT34LLH;5122,52;0,0;100,0;100,0;430,39;54,59
PRBI09OKT;56567,55;2,32;98,48;97,68;1146,98;13,3
PSIY99BMN;44918,07;0,0;100,0;100,0;317,31;22,0
PSOV29XVY;53846,31;0,0;100,0;100,0;1705,82;15,1
PTEI12CTX;331778,23;6,23;96,46;93,77;8370,31;7,73
PTFI33KHS;9857,03;0,0;100,0;100,0;339,56;26,93
PTFM53ANG;44779,13;0,0;100,0;100,0;632,3;14,19
PWAS94WWG;130844,25;7,65;96,46;92,35;2901,66;11,79
PWMB67VQZ;217631,36;3,72;97,47;96,28;1230,83;6,16
PWTR98HXV;6792,14;0,0;100,0;100,0;591,27;93,81
PXAU54ENA;285230,5;0,29;99,49;99,71;14731,34;8,46
PYOM85JTL;40277,28;5,14;98,99;94,86;1122,06;7,55
PYQH69NNQ;149934,29;10,08;95,96;89,92;1178,23;9,58
PYQN27NUC;62652,75;0,09;99,49;99,91;867,58;13,51
PYWQ64UBD;247,52;0,0;100,0;100,0;64,64;139,11
PYYC89TAM;936,14;0,0;100,0;100,0;281,52;91,68
PZDY46SHA;4,54;0,0;100,0;100,0;84,36;99,43
PZII81LBV;17785,56;0,0;100,0;100,0;1250,41;53,31
PZUX42PGO;46639,8;0,0;100,0;100,0;1025,42;10,71
QAJK29OLX;270125,81;1,05;98,99;98,95;4794,39;13,31
QAJS91OHX;172820,81;0,0;100,0;100,0;6443,2;9,56
QAYE06JJN;76734,92;1,17;99,49;98,83;1146,26;8,41
QBHV23BFP;16405,65;0,0;100,0;100,0;727,75;21,55
QBRS61BFF;28283,46;0,0;100,0;100,0;1241,28;45,63
QBTT91ZHA;102905,42;4,23;98,48;95,77;1534,85;10,01
QCVO76KFL;32774,2;0,0;100,0;100,0;373,21;15,81
QDQA42RMJ;7583,3;0,0;100,0;100,0;87,37;43,8
QFBK33EBW;11649,76;0,0;100,0;100,0;555,91;28,55
QHGJ45TQJ;13287,0;0,0;100,0;100,0;590,14;36,02
QIZH02CFJ;3762,21;0,0;100,0;100,0;680,24;119,4
QJNY67PSH;33121,25;0,48;98,99;99,52;2720,45;21,48
QKYC71LXL;17292,93;0,0;100,0;100,0;687,76;52,86
QMFO05EAV;39021,14;0,0;100,0;100,0;657,68;11,06
QMJH05DXH;83218,39;2,48;98,99;97,52;1109,58;9,17
QNHR09IRJ;2682,18;0,0;100,0;100,0;672,18;389,16
QNIS08ATI;44300,92;0,0;100,0;100,0;1316,96;24,54
QNVW66ZZO;4071,95;0,0;100,0;100,0;453,3;119,2
QNZY95LQR;9841,27;0,0;100,0;100,0;1787,12;75,61
QOCE07MJY;155582,07;0,38;98,48;99,62;2041,35;3,93
QPEP34AUY;38326,34;0,17;99,49;99,83;5250,73;24,6
QPHB74DRB;35822,31;0,29;98,48;99,71;826,06;16,87
QPKZ26QKR;323814,97;4,44;99,49;95,56;1911,76;6,56
QPOO47NWY;111278,4;0,0;100,0;100,0;989,21;7,06
QRKI37UKH;20512,79;0,0;100,0;100,0;820,43;12,02
QSAR41GKP;9133,94;0,0;100,0;100,0;1367,39;84,82
QSFI73EHC;8,99;0,0;100,0;100,0;2431,78;86,17
QSFM55YRX;72933,26;0,06;99,49;99,94;1299,25;9,12
